,score,name,score,name,score,name,score,name,score,name,score,name
0,12,Emma Bidell,12,Karen Bertasso,12,Laura Kelly,12,Sue Thompson,12,Joan Celentano,12,
1,10,,10,Meghan Mortensen,10,Carrin Thal,10,Nanette Hatch,10,,10,
2,8,,8,Shannon Dillard,8,Judith Wines,8,Lauren Herbs,8,,8,
3,7,,7,,7,Beth Rice,7,Lizzie Redkey,7,,7,
4,6,,6,,6,Kelly Andrew,6,Dorothea Schoep,6,,6,
5,5,,5,,5,,5,,5,,5,
6,4,,4,,4,,4,,4,,4,
7,3,,3,,3,,3,,3,,3,
8,2,,2,,2,,2,,2,,2,
9,1,,1,,1,,1,,1,,1,
